component,strategy,run,seed,order,component_id,score,score_metric
node,random,19,20360924,271,723,,random
node,random,19,20360924,272,906,,random
node,random,19,20360924,273,66,,random
node,random,19,20360924,274,1266,,random
node,random,19,20360924,275,1226,,random
node,random,19,20360924,276,1660,,random
node,random,19,20360924,277,672,,random
node,random,19,20360924,278,1340,,random
node,random,19,20360924,279,372,,random
node,random,19,20360924,280,208,,random
node,random,19,20360924,281,158,,random
node,random,19,20360924,282,666,,random
node,random,19,20360924,283,315,,random
node,random,19,20360924,284,191,,random
node,random,19,20360924,285,1675,,random
node,random,19,20360924,286,639,,random
node,random,19,20360924,287,1400,,random
node,random,19,20360924,288,772,,random
node,random,19,20360924,289,442,,random
node,random,19,20360924,290,940,,random
node,random,19,20360924,291,1187,,random
node,random,19,20360924,292,1483,,random
node,random,19,20360924,293,1028,,random
node,random,19,20360924,294,510,,random
node,random,19,20360924,295,86,,random
node,random,19,20360924,296,429,,random
node,random,19,20360924,297,1149,,random
node,random,19,20360924,298,618,,random
node,random,19,20360924,299,802,,random
node,random,19,20360924,300,1671,,random
node,random,19,20360924,301,949,,random
node,random,19,20360924,302,188,,random
node,random,19,20360924,303,20,,random
node,random,19,20360924,304,1185,,random
node,random,19,20360924,305,1021,,random
node,random,19,20360924,306,629,,random
node,random,19,20360924,307,900,,random
node,random,19,20360924,308,141,,random
node,random,19,20360924,309,448,,random
node,random,19,20360924,310,575,,random
node,random,19,20360924,311,1099,,random
node,random,19,20360924,312,445,,random
node,random,19,20360924,313,1359,,random
node,random,19,20360924,314,423,,random
node,random,19,20360924,315,506,,random
node,random,19,20360924,316,61,,random
node,random,19,20360924,317,105,,random
node,random,19,20360924,318,1685,,random
node,random,19,20360924,319,1649,,random
node,random,19,20360924,320,1510,,random
node,random,19,20360924,321,942,,random
node,random,19,20360924,322,327,,random
node,random,19,20360924,323,889,,random
node,random,19,20360924,324,1272,,random
node,random,19,20360924,325,449,,random
node,random,19,20360924,326,594,,random
node,random,19,20360924,327,1139,,random
node,random,19,20360924,328,1703,,random
node,random,19,20360924,329,503,,random
node,random,19,20360924,330,1250,,random
node,random,19,20360924,331,1499,,random
node,random,19,20360924,332,1053,,random
node,random,19,20360924,333,715,,random
node,random,19,20360924,334,270,,random
node,random,19,20360924,335,527,,random
node,random,19,20360924,336,349,,random
node,random,19,20360924,337,409,,random
node,random,19,20360924,338,439,,random
node,random,19,20360924,339,487,,random
node,random,19,20360924,340,988,,random
node,random,19,20360924,341,75,,random
node,random,19,20360924,342,590,,random
node,random,19,20360924,343,303,,random
node,random,19,20360924,344,1166,,random
node,random,19,20360924,345,1336,,random
node,random,19,20360924,346,1109,,random
node,random,19,20360924,347,98,,random
node,random,19,20360924,348,1338,,random
node,random,19,20360924,349,577,,random
node,random,19,20360924,350,1683,,random
node,random,19,20360924,351,1016,,random
node,random,19,20360924,352,190,,random
node,random,19,20360924,353,366,,random
node,random,19,20360924,354,1330,,random
node,random,19,20360924,355,1122,,random
node,random,19,20360924,356,838,,random
node,random,19,20360924,357,539,,random
node,random,19,20360924,358,1003,,random
node,random,19,20360924,359,1182,,random
node,random,19,20360924,360,1482,,random
node,random,19,20360924,361,1630,,random
node,random,19,20360924,362,79,,random
node,random,19,20360924,363,178,,random
node,random,19,20360924,364,259,,random
node,random,19,20360924,365,1065,,random
node,random,19,20360924,366,1120,,random
node,random,19,20360924,367,1418,,random
node,random,19,20360924,368,1369,,random
node,random,19,20360924,369,1275,,random
node,random,19,20360924,370,1416,,random
node,random,19,20360924,371,1506,,random
node,random,19,20360924,372,1367,,random
node,random,19,20360924,373,1279,,random
node,random,19,20360924,374,110,,random
node,random,19,20360924,375,834,,random
node,random,19,20360924,376,162,,random
node,random,19,20360924,377,1301,,random
node,random,19,20360924,378,751,,random
node,random,19,20360924,379,211,,random
node,random,19,20360924,380,1550,,random
node,random,19,20360924,381,291,,random
node,random,19,20360924,382,470,,random
node,random,19,20360924,383,1402,,random
node,random,19,20360924,384,641,,random
node,random,19,20360924,385,1263,,random
node,random,19,20360924,386,505,,random
node,random,19,20360924,387,1364,,random
node,random,19,20360924,388,396,,random
node,random,19,20360924,389,558,,random
node,random,19,20360924,390,517,,random
node,random,19,20360924,391,1595,,random
node,random,19,20360924,392,541,,random
node,random,19,20360924,393,1319,,random
node,random,19,20360924,394,714,,random
node,random,19,20360924,395,1077,,random
node,random,19,20360924,396,1290,,random
node,random,19,20360924,397,1475,,random
node,random,19,20360924,398,1520,,random
node,random,19,20360924,399,496,,random
node,random,19,20360924,400,294,,random
node,random,19,20360924,401,1193,,random
node,random,19,20360924,402,435,,random
node,random,19,20360924,403,877,,random
node,random,19,20360924,404,1357,,random
node,random,19,20360924,405,516,,random
node,random,19,20360924,406,109,,random
node,random,19,20360924,407,1687,,random
node,random,19,20360924,408,1195,,random
node,random,19,20360924,409,1042,,random
node,random,19,20360924,410,376,,random
node,random,19,20360924,411,1405,,random
node,random,19,20360924,412,1379,,random
node,random,19,20360924,413,829,,random
node,random,19,20360924,414,369,,random
node,random,19,20360924,415,1196,,random
node,random,19,20360924,416,873,,random
node,random,19,20360924,417,568,,random
node,random,19,20360924,418,1029,,random
node,random,19,20360924,419,845,,random
node,random,19,20360924,420,1715,,random
node,random,19,20360924,421,993,,random
node,random,19,20360924,422,817,,random
node,random,19,20360924,423,1678,,random
node,random,19,20360924,424,468,,random
node,random,19,20360924,425,781,,random
node,random,19,20360924,426,1167,,random
node,random,19,20360924,427,638,,random
node,random,19,20360924,428,1241,,random
node,random,19,20360924,429,3,,random
node,random,19,20360924,430,836,,random
node,random,19,20360924,431,32,,random
node,random,19,20360924,432,775,,random
node,random,19,20360924,433,797,,random
node,random,19,20360924,434,1329,,random
node,random,19,20360924,435,1137,,random
node,random,19,20360924,436,1470,,random
node,random,19,20360924,437,1056,,random
node,random,19,20360924,438,557,,random
node,random,19,20360924,439,127,,random
node,random,19,20360924,440,637,,random
node,random,19,20360924,441,146,,random
node,random,19,20360924,442,1046,,random
node,random,19,20360924,443,153,,random
node,random,19,20360924,444,804,,random
node,random,19,20360924,445,183,,random
node,random,19,20360924,446,1525,,random
node,random,19,20360924,447,706,,random
node,random,19,20360924,448,698,,random
node,random,19,20360924,449,278,,random
node,random,19,20360924,450,585,,random
node,random,19,20360924,451,48,,random
node,random,19,20360924,452,385,,random
node,random,19,20360924,453,762,,random
node,random,19,20360924,454,1229,,random
node,random,19,20360924,455,309,,random
node,random,19,20360924,456,1220,,random
node,random,19,20360924,457,886,,random
node,random,19,20360924,458,136,,random
node,random,19,20360924,459,1653,,random
node,random,19,20360924,460,286,,random
node,random,19,20360924,461,1456,,random
node,random,19,20360924,462,237,,random
node,random,19,20360924,463,716,,random
node,random,19,20360924,464,1376,,random
node,random,19,20360924,465,690,,random
node,random,19,20360924,466,243,,random
node,random,19,20360924,467,1043,,random
node,random,19,20360924,468,367,,random
node,random,19,20360924,469,936,,random
node,random,19,20360924,470,740,,random
node,random,19,20360924,471,806,,random
node,random,19,20360924,472,872,,random
node,random,19,20360924,473,1252,,random
node,random,19,20360924,474,1316,,random
node,random,19,20360924,475,169,,random
node,random,19,20360924,476,1230,,random
node,random,19,20360924,477,206,,random
node,random,19,20360924,478,625,,random
node,random,19,20360924,479,1144,,random
node,random,19,20360924,480,632,,random
node,random,19,20360924,481,1175,,random
node,random,19,20360924,482,1350,,random
node,random,19,20360924,483,0,,random
node,random,19,20360924,484,1202,,random
node,random,19,20360924,485,869,,random
node,random,19,20360924,486,608,,random
node,random,19,20360924,487,1158,,random
node,random,19,20360924,488,1415,,random
node,random,19,20360924,489,433,,random
node,random,19,20360924,490,969,,random
node,random,19,20360924,491,1480,,random
node,random,19,20360924,492,1396,,random
node,random,19,20360924,493,996,,random
node,random,19,20360924,494,1565,,random
node,random,19,20360924,495,1643,,random
node,random,19,20360924,496,353,,random
node,random,19,20360924,497,572,,random
node,random,19,20360924,498,642,,random
node,random,19,20360924,499,1632,,random
node,random,19,20360924,500,717,,random
node,random,19,20360924,501,778,,random
node,random,19,20360924,502,800,,random
node,random,19,20360924,503,1148,,random
node,random,19,20360924,504,1259,,random
node,random,19,20360924,505,213,,random
node,random,19,20360924,506,1731,,random
node,random,19,20360924,507,1315,,random
node,random,19,20360924,508,373,,random
node,random,19,20360924,509,70,,random
node,random,19,20360924,510,145,,random
node,random,19,20360924,511,956,,random
node,random,19,20360924,512,1037,,random
node,random,19,20360924,513,132,,random
node,random,19,20360924,514,1274,,random
node,random,19,20360924,515,1116,,random
node,random,19,20360924,516,958,,random
node,random,19,20360924,517,322,,random
node,random,19,20360924,518,1730,,random
node,random,19,20360924,519,1720,,random
node,random,19,20360924,520,837,,random
node,random,19,20360924,521,938,,random
node,random,19,20360924,522,1349,,random
node,random,19,20360924,523,1117,,random
node,random,19,20360924,524,160,,random
node,random,19,20360924,525,1557,,random
node,random,19,20360924,526,308,,random
node,random,19,20360924,527,148,,random
node,random,19,20360924,528,1051,,random
node,random,19,20360924,529,271,,random
node,random,19,20360924,530,71,,random
node,random,19,20360924,531,1534,,random
node,random,19,20360924,532,796,,random
node,random,19,20360924,533,1242,,random
node,random,19,20360924,534,378,,random
node,random,19,20360924,535,484,,random
node,random,19,20360924,536,1233,,random
node,random,19,20360924,537,298,,random
node,random,19,20360924,538,1293,,random
node,random,19,20360924,539,679,,random
node,random,19,20360924,540,1610,,random
node,random,19,20360924,541,1083,,random
node,random,19,20360924,542,748,,random
node,random,19,20360924,543,11,,random
node,random,19,20360924,544,1648,,random
node,random,19,20360924,545,1066,,random
node,random,19,20360924,546,525,,random
node,random,19,20360924,547,848,,random
node,random,19,20360924,548,1471,,random
node,random,19,20360924,549,685,,random
node,random,19,20360924,550,1227,,random
node,random,19,20360924,551,1514,,random
node,random,19,20360924,552,627,,random
node,random,19,20360924,553,1325,,random
node,random,19,20360924,554,1146,,random
node,random,19,20360924,555,1363,,random
node,random,19,20360924,556,907,,random
node,random,19,20360924,557,1326,,random
node,random,19,20360924,558,976,,random
node,random,19,20360924,559,1466,,random
node,random,19,20360924,560,1004,,random
node,random,19,20360924,561,1224,,random
node,random,19,20360924,562,1669,,random
node,random,19,20360924,563,565,,random
node,random,19,20360924,564,1253,,random
node,random,19,20360924,565,1261,,random
node,random,19,20360924,566,233,,random
node,random,19,20360924,567,1527,,random
node,random,19,20360924,568,469,,random
node,random,19,20360924,569,1614,,random
node,random,19,20360924,570,440,,random
node,random,19,20360924,571,1215,,random
node,random,19,20360924,572,150,,random
node,random,19,20360924,573,425,,random
node,random,19,20360924,574,1555,,random
node,random,19,20360924,575,607,,random
node,random,19,20360924,576,1333,,random
node,random,19,20360924,577,1069,,random
node,random,19,20360924,578,1105,,random
node,random,19,20360924,579,750,,random
node,random,19,20360924,580,497,,random
node,random,19,20360924,581,904,,random
node,random,19,20360924,582,515,,random
node,random,19,20360924,583,875,,random
node,random,19,20360924,584,1133,,random
node,random,19,20360924,585,844,,random
node,random,19,20360924,586,705,,random
node,random,19,20360924,587,1007,,random
node,random,19,20360924,588,808,,random
node,random,19,20360924,589,518,,random
node,random,19,20360924,590,1265,,random
node,random,19,20360924,591,1124,,random
node,random,19,20360924,592,383,,random
node,random,19,20360924,593,857,,random
node,random,19,20360924,594,34,,random
node,random,19,20360924,595,573,,random
node,random,19,20360924,596,599,,random
node,random,19,20360924,597,660,,random
node,random,19,20360924,598,887,,random
node,random,19,20360924,599,1067,,random
node,random,19,20360924,600,1285,,random
node,random,19,20360924,601,868,,random
node,random,19,20360924,602,1684,,random
node,random,19,20360924,603,1515,,random
node,random,19,20360924,604,1529,,random
node,random,19,20360924,605,1239,,random
node,random,19,20360924,606,1033,,random
node,random,19,20360924,607,1356,,random
node,random,19,20360924,608,823,,random
node,random,19,20360924,609,1484,,random
node,random,19,20360924,610,543,,random
node,random,19,20360924,611,185,,random
node,random,19,20360924,612,333,,random
node,random,19,20360924,613,1688,,random
node,random,19,20360924,614,754,,random
node,random,19,20360924,615,1651,,random
node,random,19,20360924,616,1667,,random
node,random,19,20360924,617,120,,random
node,random,19,20360924,618,186,,random
node,random,19,20360924,619,648,,random
node,random,19,20360924,620,1260,,random
node,random,19,20360924,621,1591,,random
node,random,19,20360924,622,853,,random
node,random,19,20360924,623,710,,random
node,random,19,20360924,624,888,,random
node,random,19,20360924,625,258,,random
node,random,19,20360924,626,33,,random
node,random,19,20360924,627,1626,,random
node,random,19,20360924,628,1725,,random
node,random,19,20360924,629,1045,,random
node,random,19,20360924,630,168,,random
node,random,19,20360924,631,570,,random
node,random,19,20360924,632,338,,random
node,random,19,20360924,633,1222,,random
node,random,19,20360924,634,1112,,random
node,random,19,20360924,635,1125,,random
node,random,19,20360924,636,1081,,random
node,random,19,20360924,637,1392,,random
node,random,19,20360924,638,897,,random
node,random,19,20360924,639,170,,random
node,random,19,20360924,640,602,,random
node,random,19,20360924,641,908,,random
node,random,19,20360924,642,1164,,random
node,random,19,20360924,643,859,,random
node,random,19,20360924,644,289,,random
node,random,19,20360924,645,1436,,random
node,random,19,20360924,646,143,,random
node,random,19,20360924,647,973,,random
node,random,19,20360924,648,1177,,random
node,random,19,20360924,649,708,,random
node,random,19,20360924,650,194,,random
node,random,19,20360924,651,1228,,random
node,random,19,20360924,652,1100,,random
node,random,19,20360924,653,1486,,random
node,random,19,20360924,654,753,,random
node,random,19,20360924,655,93,,random
node,random,19,20360924,656,1441,,random
node,random,19,20360924,657,842,,random
node,random,19,20360924,658,601,,random
node,random,19,20360924,659,1070,,random
node,random,19,20360924,660,1127,,random
node,random,19,20360924,661,1278,,random
node,random,19,20360924,662,475,,random
node,random,19,20360924,663,428,,random
node,random,19,20360924,664,1440,,random
node,random,19,20360924,665,580,,random
node,random,19,20360924,666,959,,random
node,random,19,20360924,667,864,,random
node,random,19,20360924,668,809,,random
node,random,19,20360924,669,1150,,random
node,random,19,20360924,670,1006,,random
node,random,19,20360924,671,1546,,random
node,random,19,20360924,672,362,,random
node,random,19,20360924,673,1412,,random
node,random,19,20360924,674,905,,random
node,random,19,20360924,675,811,,random
node,random,19,20360924,676,1322,,random
node,random,19,20360924,677,1385,,random
node,random,19,20360924,678,726,,random
node,random,19,20360924,679,511,,random
node,random,19,20360924,680,36,,random
node,random,19,20360924,681,937,,random
node,random,19,20360924,682,72,,random
node,random,19,20360924,683,22,,random
node,random,19,20360924,684,1190,,random
node,random,19,20360924,685,964,,random
node,random,19,20360924,686,839,,random
node,random,19,20360924,687,1256,,random
node,random,19,20360924,688,1317,,random
node,random,19,20360924,689,1530,,random
node,random,19,20360924,690,1659,,random
node,random,19,20360924,691,293,,random
node,random,19,20360924,692,725,,random
node,random,19,20360924,693,777,,random
node,random,19,20360924,694,1047,,random
node,random,19,20360924,695,1180,,random
node,random,19,20360924,696,1434,,random
node,random,19,20360924,697,116,,random
node,random,19,20360924,698,420,,random
node,random,19,20360924,699,1636,,random
node,random,19,20360924,700,707,,random
node,random,19,20360924,701,1691,,random
node,random,19,20360924,702,1584,,random
node,random,19,20360924,703,1118,,random
node,random,19,20360924,704,1539,,random
node,random,19,20360924,705,1635,,random
node,random,19,20360924,706,73,,random
node,random,19,20360924,707,1126,,random
node,random,19,20360924,708,304,,random
node,random,19,20360924,709,95,,random
node,random,19,20360924,710,576,,random
node,random,19,20360924,711,613,,random
node,random,19,20360924,712,712,,random
node,random,19,20360924,713,918,,random
node,random,19,20360924,714,1472,,random
node,random,19,20360924,715,983,,random
node,random,19,20360924,716,1698,,random
node,random,19,20360924,717,847,,random
node,random,19,20360924,718,1446,,random
node,random,19,20360924,719,1463,,random
node,random,19,20360924,720,894,,random
node,random,19,20360924,721,296,,random
node,random,19,20360924,722,700,,random
node,random,19,20360924,723,394,,random
node,random,19,20360924,724,963,,random
node,random,19,20360924,725,941,,random
node,random,19,20360924,726,81,,random
node,random,19,20360924,727,256,,random
node,random,19,20360924,728,1041,,random
node,random,19,20360924,729,928,,random
node,random,19,20360924,730,892,,random
node,random,19,20360924,731,15,,random
node,random,19,20360924,732,1015,,random
node,random,19,20360924,733,1380,,random
node,random,19,20360924,734,696,,random
node,random,19,20360924,735,735,,random
node,random,19,20360924,736,1327,,random
node,random,19,20360924,737,395,,random
node,random,19,20360924,738,31,,random
node,random,19,20360924,739,1064,,random
node,random,19,20360924,740,57,,random
node,random,19,20360924,741,1200,,random
node,random,19,20360924,742,766,,random
node,random,19,20360924,743,411,,random
node,random,19,20360924,744,313,,random
node,random,19,20360924,745,1143,,random
node,random,19,20360924,746,1608,,random
node,random,19,20360924,747,643,,random
node,random,19,20360924,748,1605,,random
node,random,19,20360924,749,866,,random
node,random,19,20360924,750,569,,random
node,random,19,20360924,751,1103,,random
node,random,19,20360924,752,746,,random
node,random,19,20360924,753,1312,,random
node,random,19,20360924,754,974,,random
node,random,19,20360924,755,529,,random
node,random,19,20360924,756,929,,random
node,random,19,20360924,757,584,,random
node,random,19,20360924,758,495,,random
node,random,19,20360924,759,1288,,random
node,random,19,20360924,760,52,,random
node,random,19,20360924,761,591,,random
node,random,19,20360924,762,727,,random
node,random,19,20360924,763,1123,,random
node,random,19,20360924,764,821,,random
node,random,19,20360924,765,1543,,random
node,random,19,20360924,766,314,,random
node,random,19,20360924,767,677,,random
node,random,19,20360924,768,134,,random
node,random,19,20360924,769,616,,random
node,random,19,20360924,770,1153,,random
node,random,19,20360924,771,421,,random
node,random,19,20360924,772,1110,,random
node,random,19,20360924,773,288,,random
node,random,19,20360924,774,1097,,random
node,random,19,20360924,775,175,,random
node,random,19,20360924,776,812,,random
node,random,19,20360924,777,950,,random
node,random,19,20360924,778,156,,random
node,random,19,20360924,779,1096,,random
node,random,19,20360924,780,916,,random
node,random,19,20360924,781,986,,random
node,random,19,20360924,782,935,,random
node,random,19,20360924,783,533,,random
node,random,19,20360924,784,229,,random
node,random,19,20360924,785,773,,random
node,random,19,20360924,786,1452,,random
node,random,19,20360924,787,297,,random
node,random,19,20360924,788,1590,,random
node,random,19,20360924,789,785,,random
node,random,19,20360924,790,1147,,random
node,random,19,20360924,791,1058,,random
node,random,19,20360924,792,1389,,random
node,random,19,20360924,793,1235,,random
node,random,19,20360924,794,1014,,random
node,random,19,20360924,795,454,,random
node,random,19,20360924,796,466,,random
node,random,19,20360924,797,1354,,random
node,random,19,20360924,798,1299,,random
node,random,19,20360924,799,1036,,random
node,random,19,20360924,800,1075,,random
node,random,19,20360924,801,1181,,random
node,random,19,20360924,802,1371,,random
node,random,19,20360924,803,400,,random
node,random,19,20360924,804,1680,,random
node,random,19,20360924,805,858,,random
node,random,19,20360924,806,139,,random
node,random,19,20360924,807,995,,random
node,random,19,20360924,808,384,,random
node,random,19,20360924,809,574,,random
node,random,19,20360924,810,783,,random
node,random,19,20360924,811,939,,random
node,random,19,20360924,812,508,,random
node,random,19,20360924,813,881,,random
node,random,19,20360924,814,459,,random
node,random,19,20360924,815,1365,,random
node,random,19,20360924,816,820,,random
node,random,19,20360924,817,363,,random
node,random,19,20360924,818,771,,random
node,random,19,20360924,819,1283,,random
node,random,19,20360924,820,855,,random
node,random,19,20360924,821,1628,,random
node,random,19,20360924,822,1504,,random
node,random,19,20360924,823,68,,random
node,random,19,20360924,824,418,,random
node,random,19,20360924,825,133,,random
node,random,19,20360924,826,302,,random
node,random,19,20360924,827,742,,random
node,random,19,20360924,828,1213,,random
node,random,19,20360924,829,1655,,random
node,random,19,20360924,830,990,,random
node,random,19,20360924,831,492,,random
node,random,19,20360924,832,436,,random
node,random,19,20360924,833,1722,,random
node,random,19,20360924,834,481,,random
node,random,19,20360924,835,1205,,random
node,random,19,20360924,836,843,,random
node,random,19,20360924,837,43,,random
node,random,19,20360924,838,1631,,random
node,random,19,20360924,839,238,,random
node,random,19,20360924,840,645,,random
node,random,19,20360924,841,1352,,random
node,random,19,20360924,842,1080,,random
node,random,19,20360924,843,1345,,random
node,random,19,20360924,844,474,,random
node,random,19,20360924,845,236,,random
node,random,19,20360924,846,358,,random
node,random,19,20360924,847,407,,random
node,random,19,20360924,848,103,,random
node,random,19,20360924,849,780,,random
node,random,19,20360924,850,388,,random
node,random,19,20360924,851,1553,,random
node,random,19,20360924,852,311,,random
node,random,19,20360924,853,1699,,random
node,random,19,20360924,854,410,,random
node,random,19,20360924,855,621,,random
node,random,19,20360924,856,1101,,random
node,random,19,20360924,857,177,,random
node,random,19,20360924,858,1637,,random
node,random,19,20360924,859,1232,,random
node,random,19,20360924,860,944,,random
node,random,19,20360924,861,155,,random
node,random,19,20360924,862,792,,random
node,random,19,20360924,863,406,,random
node,random,19,20360924,864,1474,,random
node,random,19,20360924,865,1332,,random
node,random,19,20360924,866,13,,random
node,random,19,20360924,867,1532,,random
node,random,19,20360924,868,1395,,random
node,random,19,20360924,869,1234,,random
node,random,19,20360924,870,28,,random
node,random,19,20360924,871,1268,,random
node,random,19,20360924,872,1489,,random
node,random,19,20360924,873,946,,random
node,random,19,20360924,874,1413,,random
node,random,19,20360924,875,193,,random
node,random,19,20360924,876,1689,,random
node,random,19,20360924,877,1513,,random
node,random,19,20360924,878,609,,random
node,random,19,20360924,879,182,,random
node,random,19,20360924,880,818,,random
node,random,19,20360924,881,1318,,random
node,random,19,20360924,882,342,,random
node,random,19,20360924,883,701,,random
node,random,19,20360924,884,1108,,random
node,random,19,20360924,885,280,,random
node,random,19,20360924,886,1017,,random
node,random,19,20360924,887,553,,random
node,random,19,20360924,888,142,,random
node,random,19,20360924,889,215,,random
node,random,19,20360924,890,1512,,random
node,random,19,20360924,891,921,,random
node,random,19,20360924,892,157,,random
node,random,19,20360924,893,465,,random
node,random,19,20360924,894,1598,,random
node,random,19,20360924,895,747,,random
node,random,19,20360924,896,144,,random
node,random,19,20360924,897,1384,,random
node,random,19,20360924,898,7,,random
node,random,19,20360924,899,300,,random
node,random,19,20360924,900,231,,random
node,random,19,20360924,901,122,,random
node,random,19,20360924,902,126,,random
node,random,19,20360924,903,828,,random
node,random,19,20360924,904,165,,random
node,random,19,20360924,905,1171,,random
node,random,19,20360924,906,275,,random
node,random,19,20360924,907,1560,,random
node,random,19,20360924,908,912,,random
node,random,19,20360924,909,1437,,random
node,random,19,20360924,910,824,,random
node,random,19,20360924,911,761,,random
node,random,19,20360924,912,902,,random
node,random,19,20360924,913,306,,random
node,random,19,20360924,914,80,,random
node,random,19,20360924,915,1032,,random
node,random,19,20360924,916,1276,,random
node,random,19,20360924,917,1727,,random
node,random,19,20360924,918,1286,,random
node,random,19,20360924,919,1189,,random
node,random,19,20360924,920,1398,,random
node,random,19,20360924,921,167,,random
node,random,19,20360924,922,1052,,random
node,random,19,20360924,923,816,,random
node,random,19,20360924,924,261,,random
node,random,19,20360924,925,1273,,random
node,random,19,20360924,926,1583,,random
node,random,19,20360924,927,335,,random
node,random,19,20360924,928,551,,random
node,random,19,20360924,929,197,,random
node,random,19,20360924,930,1249,,random
node,random,19,20360924,931,755,,random
node,random,19,20360924,932,392,,random
node,random,19,20360924,933,1134,,random
node,random,19,20360924,934,1664,,random
node,random,19,20360924,935,1645,,random
node,random,19,20360924,936,699,,random
node,random,19,20360924,937,1291,,random
node,random,19,20360924,938,1426,,random
node,random,19,20360924,939,172,,random
node,random,19,20360924,940,1151,,random
node,random,19,20360924,941,1551,,random
node,random,19,20360924,942,917,,random
node,random,19,20360924,943,1237,,random
node,random,19,20360924,944,741,,random
node,random,19,20360924,945,1160,,random
node,random,19,20360924,946,653,,random
node,random,19,20360924,947,1566,,random
node,random,19,20360924,948,1188,,random
node,random,19,20360924,949,1138,,random
node,random,19,20360924,950,520,,random
node,random,19,20360924,951,896,,random
node,random,19,20360924,952,437,,random
node,random,19,20360924,953,540,,random
node,random,19,20360924,954,352,,random
node,random,19,20360924,955,1451,,random
node,random,19,20360924,956,443,,random
node,random,19,20360924,957,1401,,random
node,random,19,20360924,958,1567,,random
node,random,19,20360924,959,1535,,random
node,random,19,20360924,960,102,,random
node,random,19,20360924,961,1554,,random
node,random,19,20360924,962,1422,,random
node,random,19,20360924,963,1674,,random
node,random,19,20360924,964,184,,random
node,random,19,20360924,965,914,,random
node,random,19,20360924,966,62,,random
node,random,19,20360924,967,1521,,random
node,random,19,20360924,968,798,,random
node,random,19,20360924,969,180,,random
node,random,19,20360924,970,646,,random
node,random,19,20360924,971,217,,random
node,random,19,20360924,972,1726,,random
node,random,19,20360924,973,968,,random
node,random,19,20360924,974,922,,random
node,random,19,20360924,975,893,,random
node,random,19,20360924,976,324,,random
node,random,19,20360924,977,915,,random
node,random,19,20360924,978,216,,random
node,random,19,20360924,979,64,,random
node,random,19,20360924,980,1718,,random
node,random,19,20360924,981,1397,,random
node,random,19,20360924,982,1292,,random
node,random,19,20360924,983,1433,,random
node,random,19,20360924,984,1323,,random
node,random,19,20360924,985,674,,random
node,random,19,20360924,986,460,,random
node,random,19,20360924,987,1654,,random
node,random,19,20360924,988,592,,random
node,random,19,20360924,989,1556,,random
node,random,19,20360924,990,485,,random
node,random,19,20360924,991,807,,random
node,random,19,20360924,992,548,,random
node,random,19,20360924,993,779,,random
node,random,19,20360924,994,1098,,random
node,random,19,20360924,995,1533,,random
node,random,19,20360924,996,1454,,random
node,random,19,20360924,997,1209,,random
node,random,19,20360924,998,326,,random
node,random,19,20360924,999,1679,,random
node,random,19,20360924,1000,659,,random
node,random,19,20360924,1001,1639,,random
node,random,19,20360924,1002,854,,random
node,random,19,20360924,1003,171,,random
node,random,19,20360924,1004,719,,random
node,random,19,20360924,1005,1348,,random
node,random,19,20360924,1006,1131,,random
node,random,19,20360924,1007,1174,,random
node,random,19,20360924,1008,1303,,random
node,random,19,20360924,1009,301,,random
node,random,19,20360924,1010,402,,random
node,random,19,20360924,1011,1497,,random
node,random,19,20360924,1012,1505,,random
node,random,19,20360924,1013,1086,,random
node,random,19,20360924,1014,1255,,random
node,random,19,20360924,1015,688,,random
node,random,19,20360924,1016,88,,random
node,random,19,20360924,1017,1464,,random
node,random,19,20360924,1018,1657,,random
node,random,19,20360924,1019,350,,random
node,random,19,20360924,1020,1425,,random
node,random,19,20360924,1021,55,,random
node,random,19,20360924,1022,1308,,random
node,random,19,20360924,1023,895,,random
node,random,19,20360924,1024,463,,random
node,random,19,20360924,1025,1609,,random
node,random,19,20360924,1026,1248,,random
node,random,19,20360924,1027,1620,,random
node,random,19,20360924,1028,589,,random
node,random,19,20360924,1029,1570,,random
node,random,19,20360924,1030,345,,random
node,random,19,20360924,1031,361,,random
node,random,19,20360924,1032,624,,random
node,random,19,20360924,1033,1445,,random
node,random,19,20360924,1034,1650,,random
node,random,19,20360924,1035,1207,,random
node,random,19,20360924,1036,176,,random
node,random,19,20360924,1037,1724,,random
node,random,19,20360924,1038,447,,random
node,random,19,20360924,1039,1082,,random
node,random,19,20360924,1040,458,,random
node,random,19,20360924,1041,1169,,random
node,random,19,20360924,1042,479,,random
node,random,19,20360924,1043,453,,random
node,random,19,20360924,1044,623,,random
node,random,19,20360924,1045,999,,random
node,random,19,20360924,1046,382,,random
node,random,19,20360924,1047,441,,random
node,random,19,20360924,1048,1522,,random
node,random,19,20360924,1049,112,,random
node,random,19,20360924,1050,226,,random
node,random,19,20360924,1051,1236,,random
node,random,19,20360924,1052,686,,random
node,random,19,20360924,1053,1407,,random
node,random,19,20360924,1054,799,,random
node,random,19,20360924,1055,63,,random
node,random,19,20360924,1056,678,,random
node,random,19,20360924,1057,1662,,random
node,random,19,20360924,1058,444,,random
node,random,19,20360924,1059,118,,random
node,random,19,20360924,1060,295,,random
node,random,19,20360924,1061,521,,random
node,random,19,20360924,1062,1580,,random
node,random,19,20360924,1063,189,,random
node,random,19,20360924,1064,287,,random
node,random,19,20360924,1065,891,,random
node,random,19,20360924,1066,1135,,random
node,random,19,20360924,1067,292,,random
node,random,19,20360924,1068,1377,,random
